,Company,Ticker,Sector,Industry,No.Yrs,CCCSeq,DRIP DR,Fees SP,Price,Div.Yield,Current Dividend,Payouts/Year,Annualized,Qtly Sch,Previous Payout,Last Increased on:Ex-Div,Last Increased on:Pay,MR%Inc.,DGR 1-yr,DGR 3-yr,DGR 5-yr,DGR 10-yr,5/10 A/D*,Past 5yr DEG,&=MultiIncThisYrNotes,EPS %Payout,TTM P/E,FYE Month,TTM EPS,PEG,TTM P/Sales,MRQ P/Book,TTM ROE,TTM Growth,NY Growth,Past 5yr Growth,Est-5yr Growth,MktCap($Mil),Inside Own.,Debt/Equity,TweedFactor,Chowder Rule,+/-% vs.Graham,Estimated Div:2018,2019,2020,2021,2022,Est. Payback$,Est. Payback%,5-yr Beta,52-wk Low,52-wk High,50-day MMA,200-day MMA,OTC,StreakBegan,RecessionsSurvived,TTM ROA,1/3 A/D,updated,P/E
113,MPLX LP,MPLX,Energy,"Oil, Gas & Consumable Fuels",8,530,-,-,23.11,11.899610558199914,0.6875,4,2.75,B15,0.6775,2020-02-03 00:00:00,2020-02-13 00:00:00,1.4760147601476028,3.7735849056603765,7.559012600544857,10.064968758074722,,,,,,,12,-1.99,,3.25,1.99,-16,-55.00000000000001,412.5,-7.8,35.4,24830,0.1,1.74,,21.964579316274637,,2.7775,3.05525,3.3607750000000003,3.6968525000000008,4.066537750000001,16.95691525,73.37479554305496,1.93,236.39000000000001,-8.62,2.18,21.29,,2013,0,-5.6000000000000005,0.4992166444316252,False,0
114,Materion Corp.,MTRN,Materials,Metals & Mining,8,562,-,-,68.19,0.6745857163807011,0.115,4,0.46,C02,0.11,2020-05-28 00:00:00,2020-06-10 00:00:00,4.545454545454549,4.597701149425282,4.8265840170789165,5.088842545712402,,,1.2722106364281005,,38.333333333333336,56.825,12,1.2,4.79,1.24,2.3,4.1000000000000005,418.70000000000005,42.05,4,12,1380,0.7000000000000001,0.25,-51.0615717379069,5.763428262093103,141.01406136941011,0.5005000000000001,0.5505500000000001,0.6056050000000002,0.6661655000000002,0.7327820500000003,3.055602550000001,4.481012685144451,1.44,160.76,-5.13,7.64,20.04,,2013,0,2.6,0.9525787043499646,False,0
115,National Instruments Corp.,NATI,Information Technology,"Electronic Equipment, Instruments & Components",8,614,-,-,41.4,2.608695652173913,0.27,4,1.08,C05,0.26,2021-02-05 00:00:00,2021-03-01 00:00:00,3.8461538461538494,4.0000000000000036,7.3786693294802586,6.474093044470108,11.61188813432723,0.5575400804397436,1.5056030335976998,,72.00000000000001,27.599999999999998,12,1.5,4.91,4.42,4.52,15.9,7.9,-34.23,4.3,5.79,5690,0.5,0.07,-18.517211303355978,9.082788696644021,135.46832766496073,1.12216,1.1333816,1.1990043946400002,1.2684267490896564,1.3418686578619476,6.064841401591604,14.649375366163294,1.12,102.74000000000001,-13.55,-0.41000000000000003,9.049999999999999,,2014,0,11.1,0.5421031654066217,False,0
116,NBT Bancorp Inc.,NBTB,Financials,Banks,8,596,-,-,33.01,3.2717358376249623,0.27,4,1.08,C15,0.26,2019-11-27 00:00:00,2019-12-13 00:00:00,3.8461538461538494,2.857142857142869,5.490166075087788,4.419329594385624,3.0465311786347593,1.4506103286840661,0.43326760729270825,2020 = Year 8,48.00000000000001,14.67111111111111,12,2.25,2.94,4,1.24,8.7,12.6,9.120000000000001,10.2,5,1410,1,0.23,-6.980045679100524,7.691065432010586,-10.081079045180875,1.1880000000000002,1.2963456000000002,1.3611628800000002,1.4292210240000003,1.5006820752000003,6.775411579200001,20.525330442896095,0.7,26.479999999999997,-16.96,1.29,8.24,,2013,0,1,0.5204110072566763,False,0
117,NextEra Energy Partners LP,NEP,Utilities,Ind. Power and Renew. Electricity Producers,8,639,-,-,81.5,3.01840490797546,0.615,4,2.46,B15,0.595,2021-02-04 00:00:00,2021-02-12 00:00:00,3.361344537815129,14.993646759847534,14.939006744920214,20.11244339814313,,,,,,,12,-1.49,,6.34,2.46,-4.3999999999999995,-151.4,295.8,-62.5,41.9,5770,2.41,1.79,,23.13084830611859,,2.2851250000000003,2.5136375000000006,2.765001250000001,3.0415013750000015,3.345651512500002,13.950916637500004,17.117689125766876,0.83,180.94,-7.7,16.45,35.46,,2014,0,-0.7000000000000001,1.0036575400132208,False,0
118,Northfield Bancorp Inc.,NFBK,Financials,Thrifts & Mortgage Finance,8,574,-,-,12.36,3.559870550161812,0.11,4,0.44,B22,0.1,2019-05-07 00:00:00,2019-05-22 00:00:00,9.999999999999995,2.3255813953488413,8.974425081854953,9.460878422315755,12.516311828126492,0.7558838859427738,0.5876322001438357,2020 = Year 8,61.9718309859155,17.408450704225352,12,0.71,2.2,3.94,0.84,4.7,0.3,19.73,16.1,8,661.03,1.5,0.72,-4.387701731747786,13.020748972477566,-19.382663591647574,0.44131999999999993,0.485452,0.52428816,0.5662312128,0.611529709824,2.628821082624,21.26877898563107,0.74,41.74,-25.7,0.9400000000000001,14.41,,2014,0,0.7000000000000001,0.2591343037729342,False,0
119,NetApp Inc.,NTAP,Information Technology,"Technology Hardware, Storage & Peripherals",8,583,-,-,66.44,2.8898254063816977,0.48,4,1.92,A26,0.4,2019-07-03 00:00:00,2019-07-24 00:00:00,19.99999999999999,9.090909090909083,35.02127623583273,22.712958756084944,,,1.5141972504056629,2020 = Year 8,63.1578947368421,21.855263157894736,4,3.04,4.43,2.73,40.36,,-22.1,12.21,15,5,15110,0.1,7.11,3.7475210045719045,25.60278416246664,526.1268671772275,1.9392,2.1331200000000003,2.2397760000000004,2.3517648000000007,2.469353040000001,11.133213840000003,16.756793859121018,1.26,91.69,-5.949999999999999,7.68,37.08,,2013,0,,0.25958246152113484,False,0
120,Owens Corning Inc.,OC,Industrials,Building Products,8,602,-,-,77.6,1.3402061855670104,0.26,4,1.04,A17,0.24,2021-01-07 00:00:00,2021-01-22 00:00:00,8.333333333333341,9.090909090909083,6.265856918261115,7.458131835184778,,,0.5327237025131983,,,,12,-5,,1.27,2.21,-13.900000000000002,-24.8,25.069999999999997,14.000000000000002,10.74,8640,0.6,0.0,,8.798338020751789,,0.9696,1.0665600000000002,1.1732160000000003,1.2905376000000004,1.4195913600000005,5.919504960000001,7.628228041237116,1.59,171.71,-11.700000000000001,0.89,21.18,,2014,0,-5.7,1.4508644562908357,False,0
121,ONE Gas Inc.,OGS,Utilities,Gas Utilities,8,612,Y,Y,73.13,3.172432654177492,0.58,4,2.32,C09,0.54,2021-02-18 00:00:00,2021-03-05 00:00:00,7.407407407407393,8.000000000000007,8.738037300289214,12.474611314209483,,,1.1238388571359894,,65.35211267605634,20.6,12,3.55,4.11,2.58,1.77,8.7,8,5.07,11.1,5,3870,1.7500000000000002,0.86,-4.952956031613027,15.647043968386974,27.300170201509676,2.3328,2.4510729600000003,2.5736266080000005,2.7023079384000006,2.837423335320001,12.897230841720003,17.63603287531793,0.37,14.860000000000001,-24.58,-4.2700000000000005,-3.74,,2014,0,3.3000000000000003,0.9155374056065452,False,0
122,Oshkosh Corp.,OSK,Industrials,Machinery,8,593,-,-,91.59,1.4412053717654767,0.33,4,1.32,B30,0.3,2020-11-13 00:00:00,2020-11-30 00:00:00,10.000000000000009,10.81081081081079,12.23507977934435,11.933842930847227,,,1.1699846010634538,,27.966101694915256,19.404661016949156,9,4.72,0.95,0.94,2.27,11.799999999999999,-43.2,33.46,10.2,21.17,6450,0.8,0.29,-6.0296127143364515,13.375048302612704,39.91835795439913,1.2423,1.36653,1.5031830000000002,1.6535013000000003,1.8188514300000005,7.584365730000001,8.280779266295447,1.59,96.04,-5.53,5.16,18.84,,2014,0,5.6000000000000005,0.8835913623597244,False,0
123,Open Text Corp.,OTEX,Information Technology,Software,8,580,-,-,44.79,1.7932574235320384,0.2008,4,0.8032,C16,0.1746,2020-12-03 00:00:00,2020-12-22 00:00:00,15.005727376861397,7.252812314979273,12.346395507588248,13.39391929001632,,,,"Canada,US$",82.80412371134021,46.175257731958766,6,0.97,9.78,3.94,3.1,6.6000000000000005,-18.5,5.28,-2,4.9,12670,2.3,1.03,-30.988081018410405,15.187176713548359,152.22855505722242,0.731846,0.7704874688,0.8082413547712,0.8478451811549887,0.8893895950315831,4.047809599757771,9.03730654109795,0.93,53.839999999999996,-6.39,-0.8699999999999999,4.9399999999999995,,2013,0,2.6,0.5874437045631338,False,0
124,Oak Valley Bancorp,OVLY,Financials,Banks,8,607,-,-,15.55,1.8649517684887456,0.145,2,0.29,B09,0.14,2021-01-29 00:00:00,2021-02-12 00:00:00,3.5714285714285547,3.703703703703698,3.8498820370220788,5.922384104881218,,,0.5149899221635842,,19.333333333333332,10.366666666666667,12,1.5,,2.79,1.05,10,8,,11.5,,124.32,7.7,0.0,-2.5793307932967036,7.787335873369964,-30.445864409240354,0.30240000000000006,0.3114720000000001,0.3208161600000001,0.33044064480000007,0.3403538641440001,1.6054826689440005,10.324647388707398,0.46,45.06,-19.2,-8.95,8.08,,2014,0,0.8999999999999999,0.9620304383581968,False,0
125,Peoples Bancorp of North Carolina,PEBK,Financials,Banks,8,543,N,Y,20.1,2.9850746268656714,0.15,4,0.6,C15,0.14,2020-03-02 00:00:00,2020-03-16 00:00:00,7.142857142857128,7.14285714285714,11.199004528465784,18.707232699504715,23.493868371626792,0.7962602157972917,2.011530397796206,Adj/Stk Div,28.30188679245283,9.481132075471699,12,2.12,,2.39,0.85,9.1,6,,9.3,,115.6,1,0.11,12.211175250898687,21.692307326370386,-40.15218461556588,0.636,0.65508,0.6747324,0.694974372,0.71582360316,3.37661037516,16.799056592835818,0.89,51.129999999999995,-30.11,-16.35,5.56,,2013,0,0.8999999999999999,0.6378117916374912,False,0
126,Power Integrations Inc.,POWI,Information Technology,Semiconductors & Semiconductor Equipment,8,567,-,-,80.55,0.5462445685909373,0.11,4,0.44,C30,0.105,2020-08-28 00:00:00,2020-09-30 00:00:00,4.761904761904766,19.999999999999996,14.471424255333186,11.842691472014465,15.431656766005775,0.767428387734919,0.4322150172268053,Adj. Split,13.134328358208954,24.044776119402982,12,3.35,2.37,10.99,6.46,26.900000000000002,224.5,13.850000000000001,27.400000000000002,10.6,4970,1,0.0,-11.65584007879758,12.388936040605403,162.74554968751994,0.462,0.5082000000000001,0.5590200000000002,0.6149220000000003,0.6764142000000004,2.8205562000000013,3.50162160148976,1,108.85000000000001,-18.68,0.1,28.139999999999997,,2013,0,24.099999999999998,1.382033975863112,False,0
127,Phillips 66 Partners LP,PSXP,Energy,"Oil, Gas & Consumable Fuels",8,526,-,-,25.12,13.93312101910828,0.875,4,3.5,B14,0.865,2020-01-30 00:00:00,2020-02-12 00:00:00,1.1560693641618507,2.941176470588247,13.322893399290091,17.87517263005045,,,0.6596004660535221,,83.73205741626795,6.009569377990431,12,4.18,,5.7,2.84,42.5,21.6,1.9,27.1,-2.7,6080,74.42999999999999,1.76,25.798724271168297,31.808293649158728,-12.905729150042832,3.8500000000000005,3.92315,3.9623815000000002,4.002005315,4.04202536815,19.77956218315,78.74029531508756,1.11,32.21,-60.39,-10.549999999999999,-19.29,,2013,0,12.7,0.2207610901356433,False,0
128,Everest Reinsurance Group Ltd.,RE,Financials,Insurance,8,597,-,-,211.08,2.9372749668372182,1.55,4,6.2,C13,1.4,2019-12-02 00:00:00,2019-12-23 00:00:00,10.714285714285724,7.826086956521738,7.077963742235394,9.160706958928856,12.436947357381701,0.7365719815073191,,"2020 = Year 8, Bermuda,US$",39.315155358275206,13.384908053265695,12,15.77,2.05,0.97,0.89,5,-43.8,97.35000000000001,-1,6.710000000000001,8790,0.3,0.0,-1.2869261274996209,12.097981925766074,-27.236858636604055,6.2620000000000005,6.888200000000001,7.350398220000001,7.843609940562001,8.36991616757371,36.71412432813571,17.393464244900372,0.59,34.17,-28.28,-9.26,-0.75,,2014,0,1.6,1.1056975200116057,False,0
129,Regions Financial Corp.,RF,Financials,Banks,8,588,Y,Y,17.01,3.644914756025867,0.155,4,0.62,C29,0.14,2019-09-05 00:00:00,2019-10-01 00:00:00,10.714285714285703,7.826086956521738,25.321921543192083,23.025121250227865,31.53252880692625,0.7302021791912325,1.6446515178734187,2020 = Year 8,77.49999999999999,21.2625,12,0.8,,3.94,1.04,4.1000000000000005,13,9.41,14.000000000000002,,16960,0.1,0.3,5.407536006253732,26.67003600625373,-0.8637301488501503,0.682,0.7461762000000001,0.7685614860000001,0.7916183305800001,0.8153668804974001,3.8037228970774004,22.361686637727217,1.57,145.1,-9.09,3.66,33.77,,2013,0,0.5,0.3090637076326389,False,0
130,SB Financial Group Inc.,SBFG,Financials,Banks,8,560,-,-,17.28,2.4305555555555554,0.105,4,0.42,B25,0.1,2020-11-05 00:00:00,2020-11-20 00:00:00,4.99999999999999,11.111111111111116,12.624788044360603,14.869835499703509,,,2.7036064544915472,,25.454545454545457,10.472727272727274,12,1.65,,2.96,0.92,9.2,0.6,-13.170000000000002,5.5,,128.18,1.6,0.07,6.827663782531788,17.300391055259063,-34.56161815737022,0.40240000000000004,0.40642400000000006,0.41861672000000005,0.43117522160000005,0.44411047824800004,2.102726419848,12.168555670416666,1.22,91.57,-15.67,-4.390000000000001,10.12,,2013,0,1.0999999999999999,0.8801027844641214,False,0
131,ServisFirst Bancshares Inc.,SFBS,Financials,Banks,8,599,-,-,41.08,1.9474196689386565,0.2,4,0.8,A13,0.175,2020-12-30 00:00:00,2021-01-08 00:00:00,14.285714285714299,16.666666666666675,54.4477122393656,43.50929797107248,,,2.033144765003387,,27.11864406779661,13.925423728813557,12,2.95,,5.66,2.36,17.8,9.1,-4.24,21.4,,2190,4.9,0.07,31.53129391119758,45.456717640011135,20.856204731996385,0.7636999999999999,0.7713369999999999,0.79447711,0.8183114233000001,0.8428607659990001,3.990686299299,9.714426239773614,1.21,88.79,-10.36,0.38,11.600000000000001,,2014,0,1.6,0.306104076391601,False,0
132,Star Group LP,SGU,Utilities,Gas Utilities,8,559,-,-,9.56,5.543933054393305,0.1325,4,0.53,B07,0.125,2020-05-01 00:00:00,2020-05-12 00:00:00,6.000000000000005,6.091370558375631,6.504198312139953,7.002026677309248,6.064202219153003,1.154649271951098,0.67327179589512,,50.96153846153846,9.192307692307692,9,1.04,,0.27,1.63,16.900000000000002,209.20000000000002,,10.4,,402.49,5.12,0.48,3.353652039394861,12.545959731702553,-18.39536631222318,0.57475,0.5919925,0.6097522750000001,0.6280448432500001,0.6468861885475001,3.0514258067975004,31.918679987421548,0.39,56.46,-4.21,-0.42,5.54,,2013,0,5.4,0.936529033410038,False,0
133,Shenandoah Telecommunications,SHEN,Communication Services,Wireless Telecommunication Services,8,592,-,-,38.87,0.8747105737072294,0.34,1,0.34,Dec,0.29,2020-11-10 00:00:00,2020-12-01 00:00:00,17.241379310344847,17.24137931034484,9.354129979287684,7.214502590085092,7.497780447982527,0.9622184378613463,0.759421325272115,,117.24137931034484,134.0344827586207,12,0.29,5.65,6,3.64,18,17.8,-22.919999999999998,9.5,24.4,1940,0.5,1.27,-125.94526959482837,8.089213163792321,365.6586815069974,0.37400000000000005,0.3777400000000001,0.4155140000000001,0.4570654000000002,0.5027719400000003,2.1270913400000007,5.472321430409058,0.36,1.3599999999999999,-35.14,-12.34,-19.689999999999998,,2014,0,4.8,1.8431836363746752,False,0
134,S&T Bancorp Inc.,STBA,Financials,Banks,8,591,Y,Y,25.4,4.409448818897639,0.28,4,1.12,B17,0.27,2019-11-06 00:00:00,2019-11-21 00:00:00,3.703703703703707,2.752293577981657,10.951894815076436,8.937908378823355,6.440443939377238,1.3877783058053619,1.1458856895927378,2020 = Year 8,207.4074074074074,47.03703703703703,12,0.54,4.9,3.13,0.91,0.8999999999999999,-8.4,24.05,7.8,10,1020,0.4,0.1,-33.689679839316035,13.347357197720994,37.92703981727876,1.1312000000000002,1.2443200000000003,1.3687520000000004,1.5056272000000006,1.6561899200000008,6.9060891200000025,27.189327244094503,0.69,49.59,-35.75,0.97,12.29,,2013,0,0.1,0.2513075248123124,False,0
135,TriCo Bancshares,TCBK,Financials,Banks,8,586,-,-,37.3,2.3592493297587134,0.22,4,0.88,C30,0.19,2019-09-12 00:00:00,2019-09-27 00:00:00,15.789473684210526,7.317073170731714,10.064241629820891,11.09534595426207,8.203738981834285,1.352474277744664,0.7112401252732097,2020 = Year 8,41.70616113744076,17.677725118483412,12,2.11,2.61,4.25,1.27,7.199999999999999,18.2,21.87,15.6,7.000000000000001,1130,0.8,0.06,-4.223129834462629,13.454595284020783,-0.10959138363697551,0.9680000000000001,1.0648000000000002,1.1393360000000003,1.2190895200000005,1.3044257864000006,5.695651306400002,15.269842644504028,0.73,61.82,-9.44,3.16,23.49,,2014,0,0.8999999999999999,0.7270367147238229,False,0
136,TE Connectivity Ltd.,TEL,Information Technology,"Electronic Equipment, Instruments & Components",8,561,-,-,120.4,1.5946843853820596,0.48,4,1.92,C09,0.46,2020-05-21 00:00:00,2020-06-05 00:00:00,4.3478260869565135,4.39560439560438,6.565832699920016,8.220298192144604,11.495505968000842,0.7150879843850995,,"Switz,US$",,,9,-0.77,,3.31,4.2,-2.5,-113.6,13.96,-17.7,11,40270,0.2,0.44,,9.814982577526663,,1.9189999999999998,2.1109,2.32199,2.554189,2.8096079000000005,11.715686899999998,9.730636960132887,1.38,147.63,-8.77,0.13,24.21,,2013,0,-1.2,0.6694664022825204,False,0
137,Universal Forest Products Inc.,UFPI,Industrials,Building Products,8,541,-,-,53.94,0.9269558769002597,0.125,4,0.5,C15,0.1,2020-02-27 00:00:00,2020-03-15 00:00:00,24.999999999999993,25.0,16.039720840319482,12.83802635772371,14.130869721941398,0.9085092857228558,0.5135210543089483,,13.88888888888889,14.983333333333333,12,3.6,0.91,0.71,2.38,16.7,28.299999999999997,2.26,25,17,3370,1.9,0.22,-1.2183510987093626,13.76498223462397,25.892958647563113,0.55,0.56243,0.618673,0.6805403000000001,0.7485943300000002,3.16023763,5.858801687059696,1.46,84.92,-15.98,-3.01,2.73,,2013,0,10.7,1.5586306176324978,False,0
138,Unity Bancorp Inc.,UNTY,Financials,Banks,8,581,-,-,18.8,1.702127659574468,0.08,4,0.32,C29,0.07,2019-06-13 00:00:00,2019-06-28 00:00:00,14.285714285714276,3.2258064516129004,11.636800399929626,17.978912471277987,,,0.7522557519363174,2020 = Year 8,15.609756097560979,9.170731707317074,12,2.05,,2.42,1.2,13.600000000000001,6.800000000000001,5.11,23.9,,188.23,7.3999999999999995,0.06,10.510308423535381,19.681040130852455,-30.063908383659964,0.34176,0.35922393599999997,0.37000065408,0.38110067370240003,0.39253369391347204,1.844618957695872,9.811802966467404,1.43,114.60999999999999,-20.849999999999998,3.2399999999999998,27.11,,2013,0,1.2,0.2772073371330154,False,0
139,W.T.B. Financial Corp.,WTBFA,Financials,Banks,8,540,-,-,1020,0.7254901960784315,1.85,4,7.4,C16,1.75,2020-03-06 00:00:00,2020-03-13 00:00:00,5.71428571428572,5.714285714285716,30.106046652668073,22.160995493000748,,,,,,,12,,,,,,,,,,,,,,22.88648568907918,,7.622000000000001,7.850660000000001,8.086179800000002,8.328765194000002,8.578628149820004,40.466233143820006,3.9672777591980393,,,,,,OTC,2013,0,,0.18980525009514332,False,0
140,Wintrust Financial Corp.,WTFC,Financials,Banks,8,610,-,-,60.19,2.060142880877222,0.31,4,1.24,B22,0.28,2021-02-10 00:00:00,2021-02-25 00:00:00,10.714285714285703,12.00000000000001,25.99210498948732,20.54607361015721,20.058953021849835,1.0242844473376436,1.3517153690892902,,26.495726495726498,12.86111111111111,12,4.68,1.33,2.75,0.98,7.3,3.4000000000000004,5.9799999999999995,15.2,10,3550,1.2,0.32,9.745105379923324,22.606216491034434,-25.15530483019034,1.1580800000000002,1.2273331840000004,1.3500665024000005,1.4850731526400007,1.633580467904001,6.854133306944004,11.387495110390438,1.57,173.32,-13.87,-1.9,25.96,,2014,0,0.6,0.4616786522235691,False,0
141,Watts Water Technologies Inc.,WTS,Industrials,Machinery,8,578,-,-,120.07,0.766219705171983,0.23,4,0.92,C16,0.21,2019-05-30 00:00:00,2019-06-14 00:00:00,9.523809523809533,2.2222222222222143,7.047251575416036,6.868269837417618,7.654828909537481,0.8972466816155936,0.31219408351898265,2020 = Year 8,26.82215743440233,35.005830903790084,12,3.43,4.45,2.71,4.03,11.799999999999999,7.8,2.9899999999999998,22,8,4070.0000000000005,0.8999999999999999,0.24,-27.371341361200486,7.6344895425896,150.3983480086383,0.9917600000000001,1.021413624,1.10312671392,1.1913768510336002,1.2866869991162884,5.594364188069889,4.65925225957349,0.87,73.96000000000001,-8.7,-0.8500000000000001,21.19,,2013,0,6.800000000000001,0.3153317571312934,False,0
142,Zions Bancorp Inc.,ZION,Financials,Banks,8,584,N,N,44.14,3.0811055731762576,0.34,4,1.36,B24,0.3,2019-08-14 00:00:00,2019-08-22 00:00:00,13.333333333333346,6.25,45.66730228453515,43.95383709675453,42.28132198218728,1.0395568311528165,2.2087355325002274,2020 = Year 8,54.400000000000006,17.656,12,2.5,,2.87,1.04,6.4,2.1999999999999997,-2.02,19.900000000000002,,7300,0.8999999999999999,0.19,29.378942669930794,47.03494266993079,-9.66177135035492,1.38992,1.4038192,1.4459337760000002,1.4893117892800003,1.5339911429584003,7.262975908238401,16.454408491704577,1.62,87.19,-13.819999999999999,0.9199999999999999,25.53,,2013,0,0.6,0.13685940897184354,False,0
143,Ameren Corp,AEE,Utilities,Multi-Utilities,7,672,-,-,72.72,2.832783278327833,0.515,4,2.06,C30,0.495,2020-12-08 00:00:00,2020-12-31 00:00:00,4.040404040404044,4.166666666666674,4.009608601878489,3.8595411390277556,2.6481029363708553,1.4574739848735412,0.5593537882648921,,60.23391812865497,21.263157894736842,12,3.42,3.27,3.11,2.15,10.299999999999999,1.0999999999999999,9.4,6.9,6.6000000000000005,17990,0.6,1.27,-14.570833477381253,6.6923244173555885,42.54167339753929,2.022,2.212068,2.358064488,2.5136967442080005,2.6796007293257285,11.78542996153373,16.20658685579446,0.22,23.799999999999997,-17.04,-5.37,-5.52,,2014,0,2.9000000000000004,1.0391704229471683,False,0
144,Alamo Group Inc,ALG,Industrials,Machinery,7,676,-,-,139.59,0.4011748692599757,0.14,4,0.56,A15,0.13,2021-01-15 00:00:00,2021-01-29 00:00:00,7.692307692307699,8.333333333333348,9.139288306110593,10.197228772148016,8.038665269878864,1.2685226253116122,1.0964762120589264,,11.405295315682281,28.429735234215887,12,4.91,4.41,1.44,2.78,10.100000000000001,-10.6,26.810000000000002,9.3,6.6000000000000005,1690,0.5,0.62,-17.831331592807896,10.598403641407991,87.42069605998415,0.5252,0.57772,0.61584952,0.6564955883200001,0.6998242971491202,3.0750894054691207,2.202943911074662,1,96.63000000000001,-9.74,-0.98,21.349999999999998,,2015,0,4.8,0.9118142522937615,False,0
145,Allegion plc,ALLE,Industrials,Building Products,7,624,-,-,107.01,1.1961498925334082,0.32,4,1.28,C29,0.27,2020-03-16 00:00:00,2020-03-31 00:00:00,18.518518518518512,18.518518518518512,25.99210498948732,26.19146889603865,,,1.5139577396554136,"Ireland, US$",39.38461538461539,32.926153846153845,12,3.25,30.21,3.8,12.37,42,-1.3,-1.71,17.299999999999997,1.13,10300,0.1,1.73,-5.538535057581786,27.38761878857206,325.46524760910484,1.2928,1.305728,1.3204827264,1.3354041812083202,1.3504942484559743,6.604909156064294,6.172235450952522,1.11,38.31,-23.150000000000002,-6.32,2.31,,2014,0,10.4,0.7124670559005687,False,0
146,Bank of America Corp,BAC,Financials,Banks,7,664,-,-,29.65,2.4283305227655987,0.18,4,0.72,C30,0.15,2019-09-05 00:00:00,2019-09-27 00:00:00,20,9.090909090909083,22.674970759304223,29.19940099556333,33.5141362540313,0.8712562595746753,0.6417450768255677,2020 = Year 7,38.50267379679144,15.85561497326203,12,1.87,14.57,5.12,1.08,7.8,5.6000000000000005,17.349999999999998,45.5,1.11,264120,0.1,0.0,15.772116545066899,31.62773151832893,-12.76070158944551,0.76032,0.8363520000000001,0.8456355072000001,0.8550220613299202,0.8645128062106824,4.161842374740603,14.036567874335931,1.55,65.18,-16.36,-0.97,14.63,,2014,0,0.7000000000000001,0.40092263789045063,False,0
147,Capital City Bank Group,CCBG,Financials,Banks,7,622,-,-,22.33,2.6869682042095837,0.15,4,0.6,B30,0.14,2020-12-04 00:00:00,2020-12-21 00:00:00,7.142857142857128,18.75,33.420082436097246,34.395986872374216,1.5238029651860163,22.572463539060884,1.219715846538093,,31.25,11.630208333333332,12,1.92,1.95,3.48,1.06,9.5,38.2,-11.04,28.199999999999996,6,375.92,15.1,0.15,25.45274674325047,37.0829550765838,-25.97891941905759,0.627,0.63327,0.6712662,0.711542172,0.7542347023200001,3.3973130743200004,15.214120350738918,0.84,43.05,-26.979999999999997,-9.51,5.36,,2014,0,1,0.5610399087390642,False,0
148,Crown Castle International Corp,CCI,Real Estate,Equity Real Estate Investment Trusts (REITs),7,673,-,-,159.26,3.3404495793042823,1.33,4,5.32,C30,1.2,2020-12-14 00:00:00,2020-12-31 00:00:00,10.833333333333343,7.759562841530054,8.12532787612119,8.066269441293406,,,0.5562944442271315,,332.5,99.5375,12,1.6,5.67,11.85,7.11,6.7,45.7,31.1,14.499999999999998,17.47,68380,0.1,2.03,-88.1307809794023,11.406719020597688,460.8373204414984,5.423,5.965300000000001,6.561830000000001,7.218013000000002,7.939814300000003,33.10795730000001,20.78862068315962,0.31,39.48,-11.52,-0.02,-2.1,,2014,0,1.7000000000000002,0.9549845815248822,False,0
149,Citizens Financial Group Inc.,CFG,Financials,Banks,7,604,-,-,36.44,4.281009879253568,0.39,4,1.56,B15,0.36,2020-01-28 00:00:00,2020-02-11 00:00:00,8.333333333333341,14.705882352941169,34.58031530218211,31.284338853824423,,,1.5880375052702753,,70.27027027027026,16.414414414414413,12,2.22,,3.01,0.77,5.3,10,6.01,19.7,-3.08,16110,0.1,0.46,19.150934318663577,35.56534873307799,-25.050834711937075,1.7160000000000002,1.8191316000000002,1.8373229160000002,1.8556961451600003,1.8742531066116004,9.102403767771602,24.979154137682773,1.8,158.07,-12.55,1.05,30.48,,2014,0,0.6,0.42526744549414763,False,0
150,CareTrust REIT Inc.,CTRE,Real Estate,Equity Real Estate Investment Trusts (REITs),7,631,-,-,22.46,4.452359750667854,0.25,4,1,C30,0.225,2020-03-30 00:00:00,2020-04-15 00:00:00,11.111111111111107,10.795454545454541,9.628708701581923,8.783976081970613,,,0.3182600029699497,,119.04761904761905,26.73809523809524,12,0.84,4.51,12.07,2.37,8.7,-31.8,-0.73,27.6,6,2150,1.6199999999999999,0.54,-13.501759405456774,13.236335832638467,67.82171189726016,0.98475,0.9945975,1.05427335,1.1175297510000002,1.1845815360600003,5.335732137060001,23.756599007390918,1.13,213.68999999999997,-5.75,3.66,18.63,,2014,0,5.4,1.121173656824921,False,0
151,D.R. Horton Inc,DHI,Consumer Discretionary,Household Durables,7,671,-,-,76.8,1.0416666666666667,0.2,4,0.8,C15,0.175,2020-12-03 00:00:00,2020-12-14 00:00:00,14.285714285714299,15.999999999999993,19.485817377915016,22.068285295986854,17.064354502381818,1.2932387974538735,0.8520573473353997,,12.461059190031154,11.962616822429906,9,6.42,0.72,1.36,2.36,21.8,49.5,13.51,25.900000000000002,16.6,27590,0.2,0.36,11.147335140223616,23.109951962653522,12.015426915590677,0.7975,0.8772500000000001,0.9649750000000001,1.0614725000000003,1.1676197500000003,4.868817250000001,6.339605794270835,1.67,201.06,-7.75,6.5600000000000005,17.73,,2014,0,13.5,0.8211100252912251,False,0
